Date,Region,Cohort,Format,Device,Gender,Age,Income,Spends,Impressions,Clicks,Views,Install,Registration
12-09-2024,NCR,InMarket for Finance,NoSkip,Android,Males,2534,T30Inc,"₹31,750","209,863","2,560",-,11,1
13-09-2024,NCR,InMarket for Finance,NoSkip,Android,Males,2534,T30Inc,"₹15,324","101,684","1,150",-,5,1
02-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹60,904","158,575",406,-,1,-
03-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹32,844","117,554",279,-,1,-
04-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹16,077","67,796",191,-,-,-
05-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹25,520","99,518",235,-,2,1
06-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹15,751","64,708",119,-,1,-
07-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹21,057","94,605",206,-,-,-
08-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹9,409","38,294",85,-,3,-
09-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹21,721","61,269",142,-,1,1
10-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹79,855","133,111",398,-,2,3
11-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹65,080","108,176",294,-,5,3
12-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹9,920","24,260",73,-,6,3
13-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹15,093","34,673",82,-,1,1
14-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹4,579","14,283",37,-,-,-
15-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹17,496","34,798",102,-,1,-
16-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹29,818","47,658",122,-,2,4
17-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹20,206","32,794",88,-,-,-
18-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹24,677","46,090",126,-,1,-
19-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹21,298","37,951",103,-,2,2
20-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹20,342","39,003",107,-,2,3
21-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹13,711","30,399",80,-,1,1
22-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹18,748","39,445",92,-,1,-
23-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹13,608","33,929",57,-,1,-
24-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹2,765","10,981",22,-,-,-
25-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹1,681","7,409",15,-,-,-
26-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹1,414","6,359",10,-,-,1
27-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,"₹1,759","7,965",13,-,-,-
28-09-2024,NCR,InMarket for Finance,NoSkip,iOS,Males,2544,AllInc,₹831,"3,868",3,-,-,-
01-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹77,368,-,-,-,-
02-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹177,919,2,-,-,-
03-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹41,251,-,-,-,-
04-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹403,"1,859",3,-,-,-
05-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹22,155,-,-,-,-
06-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹498,"1,942",2,-,-,-
07-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,"₹4,630","21,806",29,-,-,-
08-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹875,"4,368",4,-,-,-
09-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹156,"1,058",-,-,-,-
10-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹411,"2,207",7,-,-,-
11-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹593,"3,148",4,-,-,-
12-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,"₹1,124","4,388",5,-,-,-
13-09-2024,NCR,InMarket for Finance,NoSkip,CTV&Desktop,Males,2544,T30Inc,₹874,"2,999",3,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹4,5,-,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,₹2,2,-,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹1,1,-,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹138,165,-,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,₹147,186,4,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹64,47,-,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹157,199,-,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,₹418,411,4,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹80,77,-,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹275,368,-,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,"₹3,695","3,383",24,-,1,1
02-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹106,104,-,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹407,613,-,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,"₹4,231","3,949",22,-,3,-
03-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹189,160,-,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹704,464,2,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,"₹7,438","3,618",26,-,-,1
04-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹354,188,2,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹571,286,-,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,"₹9,297","3,324",26,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹406,139,1,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Females,AllAge,AllInc,₹307,138,-,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,"₹5,040","1,942",22,-,1,1
06-10-2024,NCR,Channels Targeting,NoSkip,iOS,Females,AllAge,AllInc,₹179,56,-,-,-,-
07-10-2024,NCR,Channels Targeting,NoSkip,Android,Females,AllAge,AllInc,₹547,409,4,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹14,13,-,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹28,38,-,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹55,49,-,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹99,68,1,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹70,54,-,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹101,35,-,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹27,11,-,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹3,3,-,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹6,8,-,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹32,30,-,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹103,119,2,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹66,60,-,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹241,212,2,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹75,101,-,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹336,306,4,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹142,148,-,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹403,336,2,-,1,-
04-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹94,79,-,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹402,252,1,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹112,49,-,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹457,170,2,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹68,26,-,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹324,142,3,-,-,-
07-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹46,33,-,-,-,-
02-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹54,273,3,-,-,-
03-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹135,555,-,-,-,-
03-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹21,125,-,-,-,-
04-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹7,22,-,-,-,-
05-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,708","9,130",48,-,1,1
05-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹82,240,-,-,-,-
06-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹8,048","14,928",77,-,8,5
06-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹132,291,-,-,-,-
07-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹9,718","18,771",114,-,5,4
07-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹295,568,2,-,-,-
08-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹11,078","19,796",128,-,2,4
08-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹347,624,3,-,1,1
09-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹286,435,1,-,-,-
09-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,704","15,617",83,-,4,14
09-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹234,448,1,-,-,-
10-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹16,33,-,-,-,-
10-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,522","8,986",59,-,1,7
10-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹25,47,-,-,-,-
11-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹92,167,-,-,-,-
11-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹5,074","9,836",67,-,5,1
11-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹105,182,1,-,-,-
12-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹236,422,-,-,-,-
12-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹14,008","24,507",146,-,7,11
12-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹195,384,2,-,-,-
13-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹68,137,-,-,-,-
13-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹13,487","18,608",132,-,9,19
13-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹122,231,-,-,-,-
14-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹79,114,1,-,-,-
14-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹9,877","15,607",91,-,4,8
14-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹123,240,1,-,-,-
15-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹163,194,-,-,-,-
15-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹16,559","21,363",146,-,12,14
15-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹224,309,1,-,-,-
16-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹135,160,-,-,-,-
16-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹16,597","22,804",133,-,3,8
16-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹187,248,-,-,-,-
17-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹152,213,-,-,-,-
17-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹18,464","27,564",190,-,9,7
17-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹202,256,-,-,-,-
18-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,438","5,936",3,-,-,-
18-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹19,963","30,461",212,-,4,15
18-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹728,"1,180",4,-,-,-
19-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,763","7,056",5,-,-,-
19-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹17,334","26,331",176,-,8,11
19-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,570","3,590",11,-,1,1
20-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,263","6,191",6,-,-,-
20-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹15,322","24,351",182,-,9,12
20-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,538","3,642",9,-,-,-
21-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,465","6,508",6,-,-,-
21-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹14,129","21,983",171,-,7,4
21-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,646","3,815",14,-,-,-
22-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,222","4,125",5,-,-,-
22-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹9,923","14,610",96,-,5,6
22-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,942","2,549",7,-,-,-
23-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹1,984","3,746",1,-,-,-
23-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,571","11,510",90,-,2,2
23-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,443","1,901",7,-,-,-
24-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,402","4,446",3,-,-,-
24-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,777","11,972",65,-,8,5
24-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,534","2,091",3,-,-,-
25-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,322","4,653",2,-,-,-
25-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹6,120","9,992",76,-,7,7
25-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,315","1,759",5,-,-,-
26-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,163","4,261",5,-,-,-
26-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹5,960","9,346",62,-,6,1
26-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,226","1,566",7,-,-,-
27-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,286","4,192",1,-,-,-
27-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹5,706","8,623",60,-,2,-
27-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,307","1,645",7,-,-,-
28-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,503","4,378",1,-,-,-
28-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,120","9,894",55,-,3,2
28-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,372","1,804",6,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,942","5,312",7,-,-,-
29-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹10,799","12,498",95,-,2,4
29-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,033","2,311",13,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,391","3,915",1,-,-,-
30-09-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹12,372","10,736",77,-,4,2
30-09-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,926","1,863",10,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,279","3,758",3,-,-,-
01-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹13,635","10,721",70,-,1,2
01-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,606","1,491",4,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹3,148","3,715",2,-,-,-
02-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹12,691","10,063",70,-,2,1
02-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,625","1,632",2,-,1,1
03-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,620","4,184",-,-,-,-
03-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹9,214","8,851",49,-,5,3
03-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,323","1,566",1,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹5,861","4,560",-,-,-,-
04-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹13,495","8,470",51,-,2,1
04-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,016","1,437",5,-,-,1
05-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹5,832","2,978",1,-,-,-
05-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹12,160","5,827",45,-,3,2
05-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹2,701","1,227",7,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹2,619","1,303",2,-,-,-
06-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹8,768","4,671",30,-,2,1
06-10-2024,NCR,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,"₹1,718",730,5,-,-,-
07-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹678,484,7,-,1,2
08-10-2024,NCR,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹0,-,-,-,1,-
29-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹1,3,-,1,-,-
29-09-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹0,3,-,-,-,-
30-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹8,52,-,7,-,-
30-09-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹22,84,-,20,-,-
01-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹8,71,-,6,-,-
01-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹230,"1,048",12,167,-,-
02-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹38,139,-,30,-,-
02-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹49,152,1,41,-,-
03-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹55,287,-,57,-,-
03-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹20,54,-,13,-,-
04-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹44,195,-,44,-,-
04-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹19,30,1,10,-,-
05-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹42,130,-,33,-,-
05-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹13,9,-,6,-,-
06-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹11,37,-,7,-,-
06-10-2024,NCR,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹1,1,-,1,-,-
30-09-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹1,6,-,1,-,-
01-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹7,17,-,5,-,-
02-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹2,16,-,2,-,-
03-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹2,21,-,2,-,-
04-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹3,20,-,3,-,-
05-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹8,23,-,5,-,-
06-10-2024,NCR,Channels Targeting,Skip,Android,Both,2544,AllInc,₹0,6,-,-,-,-
21-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,2,-,2,-,-
23-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,1,-,-,-,-
23-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,2,-,-,-,-
24-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,2,-,2,-,-
25-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,1,-,-,-,-
25-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,1,-,1,-,-
26-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,2,-,-,-,-
26-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,3,-,1,-,-
27-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,1,-,1,-,-
27-09-2024,NCR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹1,1,-,1,-,-
28-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,9,-,3,-,-
28-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹6,21,-,9,-,-
29-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,10,-,2,-,-
29-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹5,6,-,3,-,-
30-09-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,7,-,1,-,-
30-09-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,1,-,-,-,-
30-09-2024,NCR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,1,-,-,-,-
01-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,3,-,-,-,-
01-10-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹7,7,1,2,-,-
01-10-2024,NCR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,1,-,-,-,-
02-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,12,-,1,-,-
02-10-2024,NCR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,1,-,-,-,-
03-10-2024,NCR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹14,22,-,6,-,-
03-10-2024,NCR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹21,16,-,6,-,-
03-10-2024,NCR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,1,-,-,-,-
